OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,YEAR,PEAK_MONTH,AVAIL_CAP,PLAN_OUT,UNPLAN_OUT,OTHER_OUT,TOTAL_CAP,PEAK_LOAD,MIN_LOAD,GlobalID,SHAPE_Length,SHAPE_Area
36,14624,"PUBLIC UTILITY DISTRICT NO. 2 OF GRANT CTY, WA",P O BOX 878,EPHRATA,WA,98823,(509) 754-0500,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.grantpud-org/,2019,8,1967,199,0,0,2166,838,439,{61645813-05BB-4B29-A13D-4A0A167AA3EF},4.73882458496249,-0.859559298342191
37,14725,"PJM INTERCONNECTION, LLC",2750 MONROE BOULEVARD,AUDUBON,PA,19403,(610) 666-8980,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.pjm.com/,2019,7,155957,1198,3736,0,162771,151499,70889,{ECB6C91B-9CE8-4A8D-A44A-36C79E6D3B6D},239.95161006394,-62.4046126969257
38,15248,PORTLAND GENERAL ELECTRIC COMPANY,121 SW SALMON STREET,PORTLAND,OR,97204,(503) 464-8000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.portlandgeneral-com/default-aspx,2019,8,4517,22,10,0,4549,3759,1612,{D2331702-5988-47CA-99A4-6D633D8F78EC},11.4582939904095,-1.20575220952488
39,15399,AVANGRID RENEWABLES LLC,"1125 NW COUCH ST., SUITE 700",PORTLAND,OR,97209,(503) 796-7000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EIA 861,2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.avangridrenewables.com/,NOT AVAILABLE,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,{E2C53385-7F67-4E51-9695-72BEB1E682F2},20.6119433553369,-6.18047538158299
40,15466,PUBLIC SERVICE COMPANY OF COLORADO,1800 LARIMER STREET,DENVER,CO,80202,(800) 895-4999,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.xcelenergy-com/,2019,7,8657,163,771,0,9591,8419,3897,{74496F3F-6FC7-44B3-80FC-AFCB81AE239C},74.7034658023978,-10.5965388478127
41,15473,PUBLIC SERVICE COMPANY OF NEW MEXICO,MS 2730414 SILVER S.W. AS-7,ALBUQUERQUE,NM,87102,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.pnmresources.com/about-us.aspx,2019,12,3006,0,33,3039,6477,3557,0,{E7DC5142-26A5-4E5F-952F-FEB31F5090E5},48.7687427595299,-24.8358557958354
42,15500,PUGET SOUND ENERGY,MS: PSE-08S,BELLEVUE,WA,98004,(888) 225-5773,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://pse.com/Pages/default-aspx,2019,2,3583,76,0,165,4998,4742,2282,{732DFD66-83D0-45E0-815C-39FA30D5131F},36.8578649128649,-3.19396618303427
43,16534,BALANCING AUTHORITY OF NORTHERN CALIFORNIA,6201 S STREET,SACRAMENTO,CA,95817,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,8,4522,218,70,114,4924,4457,0,{2EB422DD-DB08-432D-BD90-A6A3A645B193},13.0641392195464,-1.22311210793394
44,16572,SALT RIVER PROJECT,P O BOX 52025,PHOENIX,AZ,85072,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,8,7987,515,13,0,9377,7411,3012,{17913D0E-085B-4480-95C9-70E8B9C74EE7},8.25847629796141,-2.54969210628981
45,16868,SEATTLE CITY LIGHT,700 FIFTH AVENUE,SEATTLE,WA,98124,(800) 862-1181,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.seattle-gov/,2019,2,1677,83,33,0,2856,1804,1182,{2400BC21-606E-4883-BA96-BC3634D3EEBB},1.20076877214821,-0.0381799988834903
46,17539,SOUTH CAROLINA ELECTRIC & GAS COMPANY,100 SCANA PARKWAY,CAYCE,SC,29033,(800) 251-7234,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.sceg.com/outages-emergencies/power-outages/outage-map",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.sceg.com/,2019,7,6696,157,0,0,6876,4714,2148,{D978478B-4FE7-4FF9-B167-E890F2ED6A0B},19.5799857052204,-3.19816423388083
47,17543,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY,ONE RIVERWOOD DRIVE,MONCKS CORNER,SC,29461,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,1,5514,-309,-23,0,5566,4558,1819,{B32D7A77-3376-480C-9E29-ED6EBBB242CE},54.9097470299526,-4.78974931714831
48,17716,SOUTHWESTERN POWER ADMINISTRATION,14165 EAST 143RD STREET SOUTH,GORE,OR,74435,(918) 489-5582,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.swpa.gov/,2019,8,1865,97,328,0,2290,138,43,{101F42FA-D78D-475B-89C6-936DCA146425},5.40538856453001,-0.161312747859995
49,18195,"SOUTHERN COMPANY SERVICES, INC. - TRANS",30 IVAN ALLEN JR. BLVD. NW,ATLANTA,GA,30308,(404) 506-5000,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.southerncompany.com/,2019,8,59082,-1109,-1634,-300,55407,45867,16049,{DCB5C3AD-DE6F-49F9-999C-FFA9491D7A9A},55.4729552390761,-31.4725352087458
50,18429,"CITY OF TACOMA, DEPARTMENT OF PUBLIC UTILITIES, LIGHT DIVISION",3628 SOUTH 35TH STREET,TACOMA,WA,98411,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,2,765,0,0,0,1302,939,428,{5A182B66-CBE7-458A-93B6-F1DC3BF0937B},17.7779398698919,-2.24663272925771
51,18445,CITY OF TALLAHASSEE,400 E VAN BUREN STREET,TALLAHASSEE,FL,32301,(850) 891-4968,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.talgov.com/you/YourOwnUtilitiesHome.aspx,2019,8,688,0,0,18,706,616,241,{D2BDAFF0-4DD5-4C39-829A-53EE70B053F9},3.13867158865448,-0.0317896066639996
52,18454,TAMPA ELECTRIC COMPANY,702 NORTH FRANKLIN STREET,TAMPA,FL,33602,(888) 223-0800,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census, https://www.tampaelectric.com/residential/outages/outagemap/",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.tampaelectric.com/,2019,6,4940,395,330,186,5851,4298,1661,{3793EC9A-E596-4453-9978-72BB77561B0C},6.25780875978352,-0.418691794582789
53,18642,TENNESSEE VALLEY AUTHORITY,400 W. SUMMIT HILL DR,KNOXVILLE,TN,37902,(865) 632-2101,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.tva.gov/,2019,8,33569,1300,1849,0,37755,29569,13293,{735FE8FB-3620-4368-AFC4-1C6ED4ADBA37},56.7359329825893,19.8883996031909
54,19281,TURLOCK IRRIGATION DISTRICT,333 EAST CANAL DRIVE,TURLOCK,CA,95380,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,8,637,0,26,0,670,645,244,{BAFD158B-94A2-4457-A2EA-315A1F3E7950},3.65740551108095,-0.178413389497251
55,19547,HAWAIIAN ELECTRIC CO INC,900 RICHARDS STREET,HONOLULU,HI,96813,(808) 548-7311,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.hawaiianelectric.com/,2019,10,1343,232,208,113,1896,1226,635,{79164153-A197-43AA-A97F-FDDF1636A024},2.49644588358649,-0.140666755499999
56,19610,WESTERN AREA POWER ADMINISTRATION UGP WEST,P O BOX 35800,BILLINGS,MT,59107,(406) 255-2800,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.wapa.gov/,2019,9,3259,365,0,0,3624,1746,807,{D9D2B225-4FC8-4CD4-9DD5-5D01646300F8},49.8318205675656,-16.1468468103352
57,20169,AVISTA CORPORATION,1411 EAST MISSION AVENUE,SPOKANE,WA,99220,(509) 489-0500,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.avistacorp.com/ContactUs/Pages/ContactUs.aspx,2019,2,2593,9,0,0,2573,2201,1268,{889A5ECB-F113-488D-9C5D-5D8361D05B0B},26.6588309460424,-13.6741898696
58,21554,SEMINOLE ELECTRIC COOPERATIVE,16313 NORTH DALE MABRY HIGHWAY,TAMPA,FL,33618,(813) 963-0994,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.seminole-electric.com/,2019,5,1988,74,341,0,173,305,74,{E0573979-3647-4029-9F14-1ED0535C2C30},47.5838141095352,4.98268201469956
59,24211,TUCSON ELECTRIC POWER COMPANY,88 EAST BROADWAY,TUCSON,AZ,85701,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.uns.com/,2019,8,3447,0,59,0,3678,3190,1450,{CD447336-DB6A-4803-9D87-F242417B10A1},15.6815221154207,-2.1537410569375
60,25471,WESTERN AREA POWER ADMINISTRATION - DESERT SOUTHWEST REGION,P O BOX 6457,PHOENIX,AZ,85005,(602) 605-2525,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.wapa.gov/,2019,8,97,0,0,0,296,158,68,{A84DBE86-59E7-4D39-8B3C-B84F8482FE47},90.5553253347019,-67.3134168934792
61,28503,WESTERN AREA POWER ADMINISTRATION - ROCKY MOUNTAIN REGION,P O BOX 3700,LOVELAND,CO,80539,(970) 461-7200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.wapa.gov/,2019,2,7753,609,11,0,8373,3747,2641,{3C55A073-7E33-4E3C-9E61-8C76DB720984},101.967166889539,-88.4606314792652
62,29304,SOUTHEASTERN POWER ADMINISTRATION,1166 ATHENS TECH RD,ELBERTON,GA,30635,(706) 213-3800,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2017/11/09 00:00:00+00,OTHER,2018/06/04 00:00:00+00,https://www.energy.gov/sepa/southeastern-power-administration,NOT AVAILABLE,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,{0F914916-7DEA-45B7-B7B2-DC8CD23AB628},2.99665044181463,-0.309701553768954
63,55372,"NEW HARQUAHALA GENERATING COMPANY, LLC - HGBA","1180 NW MAPLE ST, SUITE 200",ISSAQUAH,WA,98027,(425) 961-4700,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.naes.com/,2019,1,0,0,0,0,0,0,0,{545A038D-8FC7-4C49-8FC6-332E33F0D92B},2.62210497866987,-0.424935674265578
64,56090,"GRIFFITH ENERGY, LLC",6996 COLUMBIA GATEWAY DR STE 202,COLUMBIA,MD,21046,(888) 721-5707,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.griffithenergyservices.com/,2019,1,0,0,0,0,0,0,0,{90AD0EBB-1DA5-4F64-8818-BFAAD5704D3D},1.99583847057271,-0.106201528258792
65,56365,"NATURENER POWER WATCH, LLC (GWA)",435 PACIFIC AVE SUITE 400,SAN FRANSISCO,CA,94133,(415) 217-5500,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2017/11/09 00:00:00+00,OTHER,2018/06/04 00:00:00+00,http://www.naturener.us/,NOT AVAILABLE,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,{6EF73F6B-6959-4E7A-9CAE-8B96CFA4FBB7},4.68347016348151,-1.10118136829468
66,56545,GRIDFORCE SOUTH,1331 LAMAR ST #560,HOUSTON,TX,77010,(713) 332-2902,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2017/11/09 00:00:00+00,OTHER,2018/06/04 00:00:00+00,http://www.grid4ce.net/,NOT AVAILABLE,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,{0C986BC0-CAF6-4256-8127-90D83BF18729},2.69466512103907,-0.358159508350002
67,56669,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",720 WEST CITY CENTER DRIVE,CARMEL,IN,46032,(317) 249-5400,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.misoenergy.org/,2019,7,130662,8384,14146,0,156043,116627,62165,{A2768820-E184-4263-9302-58CF4F14A5CF},338.89349857626,-178.432306206574
68,56812,"ARLINGTON VALLEY, LLC - AVBA",NOT AVAILABLE,NOT AVAILABLE,AZ,NOT AVAILABLE,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,NOT AVAILABLE,2019,1,0,0,0,0,0,0,0,{25EA48EC-1C06-446C-A050-800E183931EF},0.125466678395367,-0.000775522843957076
69,58786,DUKE ENERGY PROGRESS WEST,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,NOT AVAILABLE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2018/10/12 00:00:00+00,OTHER,2019/05/01 00:00:00+00,NOT AVAILABLE,2017,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,{FFB734C5-51F5-4C08-A03C-F4790989E857},8.49119742527552,-1.27893033965
70,58790,"GRIDFORCE ENERGY MANAGEMENT, LLC",1331 LAMAR ST #560,HOUSTON,TX,77010,(713) 332-2902,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.grid4ce.net/,2019,1,0,0,0,0,0,0,0,{02AB69F5-233D-4BAE-B5CE-E27CFAE067C9},1.72904248344345,-0.130150511745696
71,58791,"NATURENER WIND WATCH, LLC",435 PACIFIC AVE SUITE 400,SAN FRANSISCO,CA,94133,(415) 217-5500,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 861",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,http://www.naturener.us/,2019,1,,,,,,0,0,{14E48B7E-C54F-440B-9CF0-0A7793D60244},3.81013498919863,-0.393667666210081
72,59504,SOUTHWEST POWER POOL,201 WORTHEN DRIVE,LITTLE ROCK,AR,72223,(501) 614-3200,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, TIGER/Line Shapefiles - U.S. Census",2020/06/24 00:00:00+00,OTHER,2021/05/15 00:00:00+00,https://www.spp.org/,2019,8,60930,5533,5869,0,72332,50510,25014,{63F18667-43FB-40AC-8A4C-3024FA7584F1},182.109126749009,-144.233550986074
