origin,destination,Year,Month,Day,monthlyTransferMWh
CISO,WALC,2018,10,1299,2375
CISO,WALC,2018,11,2500,4074
CISO,WALC,2018,12,1238,3927
CPLE,DUK,2018,1,3663,79885
CPLE,DUK,2018,2,9285,217877
CPLE,DUK,2018,3,690,25607
CPLE,DUK,2018,4,956,27232
CPLE,DUK,2018,5,2756,25188
CPLE,DUK,2018,6,2081,43248
CPLE,DUK,2018,7,4050,67957
CPLE,DUK,2018,8,3422,38274
CPLE,DUK,2018,9,4187,64087
CPLE,DUK,2018,10,5487,130966
CPLE,DUK,2018,11,3193,95397
CPLE,DUK,2018,12,7266,319114
CPLE,PJM,2018,1,12627,568097
CPLE,PJM,2018,2,9587,461720
CPLE,PJM,2018,3,11855,649318
CPLE,PJM,2018,4,11039,424063
CPLE,PJM,2018,5,9940,234129
CPLE,PJM,2018,6,10859,215760
CPLE,PJM,2018,7,12083,349761
CPLE,PJM,2018,8,12061,430398
CPLE,PJM,2018,9,11583,443918
CPLE,PJM,2018,10,12298,330597
CPLE,PJM,2018,11,11969,451700
CPLE,PJM,2018,12,12307,298820
CPLE,SC,2018,1,10123,169135
CPLE,SC,2018,2,9511,185218
CPLE,SC,2018,3,11268,163416
CPLE,SC,2018,4,9798,152893
CPLE,SC,2018,5,11866,198377
CPLE,SC,2018,6,11107,181857
CPLE,SC,2018,7,22475,363951
CPLE,SC,2018,8,21337,326424
CPLE,SC,2018,9,19679,325256
CPLE,SC,2018,10,17123,239045
CPLE,SC,2018,11,13731,110182
CPLE,SC,2018,12,21269,317772
CPLE,SCEG,2018,1,91,306
CPLE,SCEG,2018,2,934,1027
CPLE,SCEG,2018,3,63,17
CPLE,SCEG,2018,4,19,46
CPLE,SCEG,2018,5,287,97
CPLE,SCEG,2018,6,77,46
CPLE,SCEG,2018,7,144,365
CPLE,SCEG,2018,8,279,187
CPLE,SCEG,2018,9,665,1635
CPLE,SCEG,2018,10,417,457
CPLE,SCEG,2018,12,953,1185
CPLE,YAD,2018,1,6350,6675
CPLE,YAD,2018,2,4562,5191
CPLE,YAD,2018,3,4006,4512
CPLE,YAD,2018,4,1216,2604
CPLE,YAD,2018,5,3081,2995
CPLE,YAD,2018,6,7711,8640
CPLE,YAD,2018,7,13440,18770
CPLE,YAD,2018,8,8184,5707
CPLE,YAD,2018,9,1242,2332
CPLE,YAD,2018,10,4674,4316
CPLE,YAD,2018,11,988,1487
CPLE,YAD,2018,12,4959,8196
CPLW,DUK,2018,1,219,1931
CPLW,DUK,2018,2,29,60
CPLW,DUK,2018,3,22,64
CPLW,DUK,2018,4,749,3120
CPLW,DUK,2018,5,48,340
CPLW,DUK,2018,6,970,2754
CPLW,DUK,2018,7,810,1708
CPLW,DUK,2018,8,293,965
CPLW,DUK,2018,9,215,131
CPLW,DUK,2018,10,39,130
CPLW,DUK,2018,11,465,691
CPLW,DUK,2018,12,237,1938
CPLW,PJM,2018,1,9719,81476
CPLW,PJM,2018,2,7906,45343
CPLW,PJM,2018,3,7275,59991
CPLW,PJM,2018,4,8061,48933
CPLW,PJM,2018,5,8479,58751
CPLW,PJM,2018,6,7770,63901
CPLW,PJM,2018,7,8725,72966
CPLW,PJM,2018,8,8842,70490
CPLW,PJM,2018,9,7805,60364
CPLW,PJM,2018,10,9158,41388
CPLW,PJM,2018,11,7250,52642
CPLW,PJM,2018,12,7130,71265
CPLW,TVA,2018,1,54,47
CPLW,TVA,2018,2,156,161
CPLW,TVA,2018,3,65,87
CPLW,TVA,2018,4,1982,1062
CPLW,TVA,2018,5,946,1007
CPLW,TVA,2018,6,2097,2127
CPLW,TVA,2018,7,807,1239
CPLW,TVA,2018,8,1020,871
CPLW,TVA,2018,9,1351,1639
CPLW,TVA,2018,10,2565,3748
CPLW,TVA,2018,11,1809,1179
CPLW,TVA,2018,12,677,307
DEAA,SRP,2018,3,2121,24400
DEAA,SRP,2018,4,3172,80194
DEAA,SRP,2018,5,16604,366795
DEAA,SRP,2018,6,12762,344499
DEAA,SRP,2018,7,11352,327418
DEAA,SRP,2018,8,11904,372524
DEAA,SRP,2018,9,11160,344633
DEAA,SRP,2018,10,11904,312202
DEAA,SRP,2018,11,8,1576
DEAA,SRP,2018,12,2018,87167
DOPD,BPAT,2018,1,22243,521356
DOPD,BPAT,2018,2,18198,622954
DOPD,BPAT,2018,3,23498,565710
DOPD,BPAT,2018,4,22014,716210
DOPD,BPAT,2018,5,23194,673134
DOPD,BPAT,2018,6,21617,707563
DOPD,BPAT,2018,7,21871,481114
DOPD,BPAT,2018,8,22711,350978
DOPD,BPAT,2018,9,15594,154323
DOPD,BPAT,2018,10,17728,145916
DOPD,BPAT,2018,11,18894,309571
DOPD,BPAT,2018,12,15969,221520
DOPD,CHPD,2018,1,10370,40428
DOPD,CHPD,2018,2,5776,14172
DOPD,CHPD,2018,3,9919,30748
DOPD,CHPD,2018,4,4479,19550
DOPD,CHPD,2018,5,12872,35445
DOPD,CHPD,2018,6,6004,34496
DOPD,CHPD,2018,7,13124,58333
DOPD,CHPD,2018,8,16236,83203
DOPD,CHPD,2018,9,18651,98047
DOPD,CHPD,2018,10,12436,133201
DOPD,CHPD,2018,11,10026,17085
DOPD,CHPD,2018,12,13509,50260
DUK,CPLE,2018,1,15480,917791
DUK,CPLE,2018,2,6717,236729
DUK,CPLE,2018,3,13421,952822
DUK,CPLE,2018,4,10204,424051
DUK,CPLE,2018,5,9148,307591
DUK,CPLE,2018,6,9093,298683
DUK,CPLE,2018,7,7889,233364
DUK,CPLE,2018,8,8482,296221
DUK,CPLE,2018,9,6943,278734
DUK,CPLE,2018,10,6394,183010
DUK,CPLE,2018,11,8034,259890
DUK,CPLE,2018,12,4696,94220
DUK,CPLW,2018,1,11751,136734
DUK,CPLW,2018,2,9715,149580
DUK,CPLW,2018,3,11624,152117
DUK,CPLW,2018,4,10441,121134
DUK,CPLW,2018,5,12013,135572
DUK,CPLW,2018,6,10110,118166
DUK,CPLW,2018,7,11061,96509
DUK,CPLW,2018,8,11599,99412
DUK,CPLW,2018,9,10945,139673
DUK,CPLW,2018,10,11865,154134
DUK,CPLW,2018,11,10695,141696
DUK,CPLW,2018,12,11667,166657
DUK,PJM,2018,1,13332,520976
DUK,PJM,2018,2,10696,275505
DUK,PJM,2018,3,17599,62108
DUK,PJM,2018,4,16071,50979
DUK,PJM,2018,5,12994,329377
DUK,PJM,2018,6,12653,269960
DUK,PJM,2018,7,13102,252553
DUK,PJM,2018,8,13777,260588
DUK,PJM,2018,9,17026,384737
DUK,PJM,2018,10,13101,372452
DUK,PJM,2018,11,12303,389059
DUK,PJM,2018,12,15989,508708
DUK,SC,2018,1,66,105
DUK,SC,2018,2,32,82
DUK,SC,2018,9,1938,4025
DUK,SC,2018,10,354,494
DUK,SCEG,2018,1,2091,7056
DUK,SCEG,2018,2,354,462
DUK,SCEG,2018,3,565,2780
DUK,SCEG,2018,4,19,19
DUK,SCEG,2018,5,970,818
DUK,SCEG,2018,6,8953,37814
DUK,SCEG,2018,7,3489,11547
DUK,SCEG,2018,8,3282,6452
DUK,SCEG,2018,9,9218,49852
DUK,SCEG,2018,10,11892,135929
DUK,SCEG,2018,11,8675,76560
DUK,SCEG,2018,12,127,99
DUK,SEPA,2018,1,13793,39623
DUK,SEPA,2018,2,10757,26860
DUK,SEPA,2018,3,15772,68851
DUK,SEPA,2018,4,10479,64366
DUK,SEPA,2018,5,10597,44060
DUK,SEPA,2018,6,12911,90219
DUK,SEPA,2018,7,14609,100653
DUK,SEPA,2018,8,13299,87050
DUK,SEPA,2018,9,14826,116256
DUK,SEPA,2018,10,13665,62196
DUK,SEPA,2018,11,11979,48744
DUK,SEPA,2018,12,9129,51184
DUK,SOCO,2018,1,9017,143343
DUK,SOCO,2018,2,7428,82076
DUK,SOCO,2018,3,9832,148055
DUK,SOCO,2018,4,10542,281608
DUK,SOCO,2018,5,11888,322585
DUK,SOCO,2018,6,11702,494020
DUK,SOCO,2018,7,11238,330611
DUK,SOCO,2018,8,11433,288958
DUK,SOCO,2018,9,10962,392906
DUK,SOCO,2018,10,5573,122348
DUK,SOCO,2018,11,5978,97061
DUK,SOCO,2018,12,9841,153209
DUK,TVA,2018,2,136,236
DUK,TVA,2018,3,293,587
DUK,TVA,2018,4,3245,6432
DUK,TVA,2018,5,419,1672
DUK,TVA,2018,6,460,529
DUK,TVA,2018,7,362,339
DUK,TVA,2018,8,815,546
DUK,TVA,2018,9,612,1025
DUK,TVA,2018,10,1065,2344
DUK,TVA,2018,11,319,379
DUK,TVA,2018,12,83,107
DUK,YAD,2018,1,1838,1811
DUK,YAD,2018,2,18,25
DUK,YAD,2018,3,1635,1705
DUK,YAD,2018,4,1769,3732
DUK,YAD,2018,5,845,874
DUK,YAD,2018,6,3581,1561
DUK,YAD,2018,7,851,517
DUK,YAD,2018,8,161,19
DUK,YAD,2018,9,947,571
DUK,YAD,2018,10,488,670
EEI,LGEE,2018,1,11970,149500
EEI,LGEE,2018,2,9744,128293
EEI,LGEE,2018,3,11904,165046
EEI,LGEE,2018,4,11166,160322
EEI,LGEE,2018,5,11956,135334
EEI,LGEE,2018,6,11264,110799
EEI,LGEE,2018,7,11910,132042
EEI,LGEE,2018,8,11938,137933
EEI,LGEE,2018,9,11160,124894
EEI,LGEE,2018,10,11936,110274
EEI,LGEE,2018,11,11160,120989
EEI,LGEE,2018,12,11904,131445
EEI,MISO,2018,1,20238,340378
EEI,MISO,2018,2,15254,345481
EEI,MISO,2018,3,17371,299916
EEI,MISO,2018,4,21521,397005
EEI,MISO,2018,5,22596,547689
EEI,MISO,2018,6,21385,560737
EEI,MISO,2018,7,22838,529304
EEI,MISO,2018,8,23132,542152
EEI,MISO,2018,9,19610,339196
EEI,MISO,2018,10,18526,184994
EEI,MISO,2018,11,12482,118456
EEI,MISO,2018,12,14794,105732
EEI,TVA,2018,1,11909,154251
EEI,TVA,2018,2,9894,139180
EEI,TVA,2018,3,10283,118218
EEI,TVA,2018,4,10646,88908
EEI,TVA,2018,5,11346,114012
EEI,TVA,2018,6,11121,111390
EEI,TVA,2018,7,10708,84403
EEI,TVA,2018,8,11293,80675
EEI,TVA,2018,9,9641,115827
EEI,TVA,2018,10,6168,29980
EEI,TVA,2018,11,7638,26944
EEI,TVA,2018,12,9110,45170
EPE,PNM,2018,2,86,90
EPE,PNM,2018,3,2818,10807
EPE,PNM,2018,10,6175,25003
EPE,PNM,2018,11,68,58
EPE,TEPC,2018,1,9272,22908
EPE,TEPC,2018,2,3762,13074
EPE,TEPC,2018,3,2121,14856
EPE,TEPC,2018,4,8171,28743
EPE,TEPC,2018,5,3604,11910
EPE,TEPC,2018,6,3021,8495
EPE,TEPC,2018,7,6272,23294
EPE,TEPC,2018,8,8618,57686
EPE,TEPC,2018,9,9743,40479
EPE,TEPC,2018,10,1985,13873
EPE,TEPC,2018,11,18855,109434
EPE,TEPC,2018,12,8565,44564
ERCO,CEN,2018,1,6287,34585
ERCO,CEN,2018,2,9218,126587
ERCO,CEN,2018,3,10501,154351
ERCO,CEN,2018,4,10789,87289
ERCO,CEN,2018,5,11305,160071
ERCO,CEN,2018,6,9704,168788
ERCO,CEN,2018,7,10126,119754
ERCO,CEN,2018,8,11775,163332
ERCO,CEN,2018,9,8737,142596
ERCO,CEN,2018,10,5942,45712
ERCO,CEN,2018,11,2509,11018
ERCO,CEN,2018,12,4268,17039
ERCO,SWPP,2018,1,10933,159839
ERCO,SWPP,2018,2,10441,88579
ERCO,SWPP,2018,3,8115,38182
ERCO,SWPP,2018,4,6068,67745
ERCO,SWPP,2018,5,3558,17889
ERCO,SWPP,2018,6,1694,14098
ERCO,SWPP,2018,7,2691,28983
ERCO,SWPP,2018,8,1140,6378
ERCO,SWPP,2018,9,1569,10166
ERCO,SWPP,2018,10,9897,93747
ERCO,SWPP,2018,11,8961,78786
ERCO,SWPP,2018,12,6317,52733
FMPP,FPC,2018,1,13667,487269
FMPP,FPC,2018,2,11026,230693
FMPP,FPC,2018,3,13231,228353
FMPP,FPC,2018,4,12598,260136
FMPP,FPC,2018,5,13625,297465
FMPP,FPC,2018,6,13361,470242
FMPP,FPC,2018,7,14238,428152
FMPP,FPC,2018,8,14474,399175
FMPP,FPC,2018,9,12879,303934
FMPP,FPC,2018,10,14145,265302
FMPP,FPC,2018,11,12788,297119
FMPP,FPC,2018,12,13380,178883
FMPP,FPL,2018,4,1271,9475
FMPP,FPL,2018,5,34,9529
FMPP,JEA,2018,11,80,10
FMPP,JEA,2018,12,11,21
FMPP,TEC,2018,1,896,1149
FMPP,TEC,2018,2,8051,38762
FMPP,TEC,2018,3,7215,30587
FMPP,TEC,2018,4,1407,1231
FMPP,TEC,2018,5,374,2526
FMPP,TEC,2018,6,368,512
FMPP,TEC,2018,7,1983,1915
FMPP,TEC,2018,8,315,889
FMPP,TEC,2018,9,2964,6013
FMPP,TEC,2018,10,2338,8212
FMPP,TEC,2018,11,4776,16745
FMPP,TEC,2018,12,6316,39753
FPC,FMPP,2018,2,15,8
FPC,FMPP,2018,5,67,96
FPC,FMPP,2018,11,130,154
FPC,FMPP,2018,12,717,8559
FPC,FPL,2018,1,252,1141
FPC,FPL,2018,2,476,843
FPC,FPL,2018,3,36,144
FPC,FPL,2018,5,46,7
FPC,FPL,2018,8,124,206
FPC,FPL,2018,9,79,42
FPC,FPL,2018,10,224,682
FPC,GVL,2018,1,1639,2803
FPC,GVL,2018,2,3387,4176
FPC,GVL,2018,3,897,998
FPC,GVL,2018,4,5547,3889
FPC,GVL,2018,5,2436,3131
FPC,GVL,2018,6,64,28
FPC,GVL,2018,7,82,137
FPC,GVL,2018,9,739,1379
FPC,GVL,2018,10,3897,1682
FPC,GVL,2018,11,730,1532
FPC,GVL,2018,12,1902,1945
FPC,NSB,2018,1,12399,27293
FPC,NSB,2018,2,10040,23551
FPC,NSB,2018,3,11697,26651
FPC,NSB,2018,4,10556,16918
FPC,NSB,2018,5,11932,25682
FPC,NSB,2018,6,11160,24356
FPC,NSB,2018,7,11904,25742
FPC,NSB,2018,8,11904,28940
FPC,NSB,2018,9,11160,30570
FPC,NSB,2018,10,11904,26401
FPC,NSB,2018,11,11528,23524
FPC,NSB,2018,12,12226,17693
FPC,SEC,2018,1,5791,54664
FPC,SEC,2018,2,9261,79955
FPC,SEC,2018,3,11198,88135
FPC,SEC,2018,4,3445,28109
FPC,SEC,2018,5,9276,51390
FPC,SEC,2018,6,5221,31532
FPC,SEC,2018,12,179,639
FPC,SOCO,2018,1,104,269
FPC,SOCO,2018,3,38,17
FPC,SOCO,2018,5,67,64
FPC,SOCO,2018,10,326,242
FPC,SOCO,2018,11,335,294
FPC,SOCO,2018,12,961,1135
FPC,TAL,2018,10,33,4
FPC,TEC,2018,1,6729,61532
FPC,TEC,2018,2,6075,119375
FPC,TEC,2018,3,6277,58746
FPC,TEC,2018,4,1879,17452
FPC,TEC,2018,5,4449,35667
FPC,TEC,2018,6,3240,23419
FPC,TEC,2018,7,3125,12805
FPC,TEC,2018,8,2474,18941
FPC,TEC,2018,9,595,3517
FPC,TEC,2018,10,5668,45077
FPC,TEC,2018,11,7934,88465
FPC,TEC,2018,12,7527,60262
FPL,FMPP,2018,1,11973,325449
FPL,FMPP,2018,2,9790,265952
FPL,FMPP,2018,3,11805,254491
FPL,FMPP,2018,4,11186,256662
FPL,FMPP,2018,5,12020,180711
FPL,FMPP,2018,6,11203,279210
FPL,FMPP,2018,7,11907,325307
FPL,FMPP,2018,8,11930,275356
FPL,FMPP,2018,9,11225,222296
FPL,FMPP,2018,10,11933,227874
FPL,FMPP,2018,11,11097,270595
FPL,FMPP,2018,12,12816,206162
FPL,FPC,2018,1,11652,234176
FPL,FPC,2018,2,9302,297084
FPL,FPC,2018,3,11608,310230
FPL,FPC,2018,4,11160,289955
FPL,FPC,2018,5,11858,422324
FPL,FPC,2018,6,11160,446149
FPL,FPC,2018,7,11954,453936
FPL,FPC,2018,8,11780,431343
FPL,FPC,2018,9,11131,393276
FPL,FPC,2018,10,11690,425585
FPL,FPC,2018,11,11160,374011
FPL,FPC,2018,12,11904,452230
FPL,GVL,2018,1,12163,19869
FPL,GVL,2018,2,6875,11388
FPL,GVL,2018,3,11585,24427
FPL,GVL,2018,4,11480,39277
FPL,GVL,2018,5,12038,38493
FPL,GVL,2018,6,11755,28721
FPL,GVL,2018,7,12328,34739
FPL,GVL,2018,8,12442,26242
FPL,GVL,2018,9,11390,27039
FPL,GVL,2018,10,10007,24048
FPL,GVL,2018,11,10281,17649
FPL,GVL,2018,12,9439,9696
FPL,HST,2018,1,16539,49722
FPL,HST,2018,2,13718,53561
FPL,HST,2018,3,16721,53374
FPL,HST,2018,4,14957,60856
FPL,HST,2018,5,16909,67435
FPL,HST,2018,6,15169,72843
FPL,HST,2018,7,15846,68986
FPL,HST,2018,8,16725,79188
FPL,HST,2018,9,15072,74242
FPL,HST,2018,10,16837,76356
FPL,HST,2018,11,15509,60743
FPL,HST,2018,12,16793,56021
FPL,JEA,2018,1,23322,597629
FPL,JEA,2018,2,19082,592447
FPL,JEA,2018,3,22252,410715
FPL,JEA,2018,4,21855,384333
FPL,JEA,2018,5,23322,533530
FPL,JEA,2018,6,20244,704828
FPL,JEA,2018,7,18132,578635
FPL,JEA,2018,8,20504,648162
FPL,JEA,2018,9,20043,767638
FPL,JEA,2018,10,21002,677385
FPL,JEA,2018,11,19192,695539
FPL,JEA,2018,12,19502,692397
FPL,NSB,2018,1,11511,12549
FPL,NSB,2018,2,7706,6736
FPL,NSB,2018,3,8408,4625
FPL,NSB,2018,4,10743,14096
FPL,NSB,2018,5,10643,9328
FPL,NSB,2018,6,11093,16810
FPL,NSB,2018,7,11904,19934
FPL,NSB,2018,8,11759,16312
FPL,NSB,2018,9,11016,14792
FPL,NSB,2018,10,11274,12893
FPL,NSB,2018,11,10492,7761
FPL,NSB,2018,12,11641,14663
FPL,SOCO,2018,1,7495,208134
FPL,SOCO,2018,2,1495,39633
FPL,SOCO,2018,3,7321,56285
FPL,SOCO,2018,4,3639,24435
FPL,SOCO,2018,5,4420,53391
FPL,SOCO,2018,6,482,2313
FPL,SOCO,2018,10,45,237
FPL,SOCO,2018,11,1494,8770
FPL,SOCO,2018,12,2489,9734
FPL,TEC,2018,1,1770,6692
FPL,TEC,2018,2,1766,8664
FPL,TEC,2018,3,7272,60599
FPL,TEC,2018,4,3097,25243
FPL,TEC,2018,5,3234,27308
FPL,TEC,2018,6,590,2441
FPL,TEC,2018,7,322,1925
FPL,TEC,2018,8,5285,26081
FPL,TEC,2018,9,6615,39340
FPL,TEC,2018,10,6248,32890
FPL,TEC,2018,11,4179,31465
FPL,TEC,2018,12,4202,26280
GCPD,AVA,2018,1,10305,7991
GCPD,AVA,2018,2,8566,6739
GCPD,AVA,2018,3,2350,3152
GCPD,AVA,2018,5,416,46
GCPD,AVA,2018,7,433,46
GCPD,AVA,2018,8,1325,437
GCPD,AVA,2018,9,6042,4106
GCPD,AVA,2018,10,4998,1767
GCPD,AVA,2018,11,6574,2346
GCPD,AVA,2018,12,4163,2967
GCPD,BPAT,2018,1,18748,893808
GCPD,BPAT,2018,2,15669,991526
GCPD,BPAT,2018,3,19725,1024907
GCPD,BPAT,2018,4,17630,1013591
GCPD,BPAT,2018,5,18457,631777
GCPD,BPAT,2018,6,17684,688237
GCPD,BPAT,2018,7,17506,469874
GCPD,BPAT,2018,8,16047,377059
GCPD,BPAT,2018,9,10276,205746
GCPD,BPAT,2018,10,14432,254709
GCPD,BPAT,2018,11,16220,543467
GCPD,BPAT,2018,12,17334,524772
GCPD,PACW,2018,1,11904,118106
GCPD,PACW,2018,2,9744,98857
GCPD,PACW,2018,3,10609,64623
GCPD,PACW,2018,4,11067,71670
GCPD,PACW,2018,5,11904,124808
GCPD,PACW,2018,6,11160,140401
GCPD,PACW,2018,7,11904,173094
GCPD,PACW,2018,8,11904,145335
GCPD,PACW,2018,9,10772,88039
GCPD,PACW,2018,10,9861,73365
GCPD,PACW,2018,11,7076,47078
GCPD,PACW,2018,12,10731,45149
GCPD,PSEI,2018,1,4180,3393
GCPD,PSEI,2018,2,2565,1295
GCPD,PSEI,2018,3,3592,2105
GCPD,PSEI,2018,4,2967,1408
GCPD,PSEI,2018,5,4568,1750
GCPD,PSEI,2018,6,2789,1246
GCPD,PSEI,2018,7,4278,1926
GCPD,PSEI,2018,8,4653,2959
GCPD,PSEI,2018,9,4183,1621
GCPD,PSEI,2018,10,8006,3832
GCPD,PSEI,2018,11,10066,4384
GCPD,PSEI,2018,12,6801,3806
GRID,BPAT,2018,1,17666,371726
GRID,BPAT,2018,2,12338,220489
GRID,BPAT,2018,3,15957,322856
GRID,BPAT,2018,4,10237,168922
GRID,BPAT,2018,5,7102,72759
GRID,BPAT,2018,6,9660,134385
GRID,BPAT,2018,7,17285,386032
GRID,BPAT,2018,8,18047,418461
GRID,BPAT,2018,9,16247,353869
GRID,BPAT,2018,10,18876,433239
GRID,BPAT,2018,11,21720,517046
GRID,BPAT,2018,12,23432,599035
GRID,PNM,2018,1,9687,114950
GRID,PNM,2018,2,8223,113609
GRID,PNM,2018,3,11440,130467
GRID,PNM,2018,4,10430,137652
GRID,PNM,2018,5,11479,114523
GRID,PNM,2018,6,10875,123684
GRID,PNM,2018,7,10975,81731
GRID,PNM,2018,8,11050,91761
GRID,PNM,2018,9,10673,95190
GRID,PNM,2018,10,11082,91365
GRID,PNM,2018,11,10391,108664
GRID,PNM,2018,12,11028,109378
GRIF,WALC,2018,1,262,1930
GRIF,WALC,2018,3,4219,40948
GRIF,WALC,2018,4,2631,39752
GRIF,WALC,2018,5,978,16947
GRIF,WALC,2018,6,11153,194038
GRIF,WALC,2018,7,11904,292278
GRIF,WALC,2018,8,11904,296966
GRIF,WALC,2018,9,11160,342879
GRIF,WALC,2018,10,11860,353532
GRIF,WALC,2018,11,11160,236047
GRIF,WALC,2018,12,11917,248160
GRMA,AZPS,2018,1,11877,398593
GRMA,AZPS,2018,2,9674,325993
GRMA,AZPS,2018,3,11980,368064
GRMA,AZPS,2018,4,10513,265272
GRMA,AZPS,2018,5,96,30941
GVL,FPC,2018,1,13104,14644
GVL,FPC,2018,2,9327,11766
GVL,FPC,2018,3,12302,12711
GVL,FPC,2018,4,8627,15571
GVL,FPC,2018,5,12510,30120
GVL,FPC,2018,6,14189,44390
GVL,FPC,2018,7,14932,44303
GVL,FPC,2018,8,16217,40892
GVL,FPC,2018,9,14721,32706
GVL,FPC,2018,10,11195,21234
GVL,FPC,2018,11,15017,30184
GVL,FPC,2018,12,14320,19504
GVL,FPL,2018,1,880,1091
GVL,FPL,2018,2,3391,2317
GVL,FPL,2018,3,1023,519
GVL,FPL,2018,4,16,11
GVL,FPL,2018,5,442,107
GVL,FPL,2018,8,276,57
GVL,FPL,2018,9,60,18
GVL,FPL,2018,10,2514,991
GVL,FPL,2018,11,1003,312
GVL,FPL,2018,12,1244,567
GWA,NWMT,2018,1,10977,74668
GWA,NWMT,2018,2,8057,46241
GWA,NWMT,2018,3,7641,26920
GWA,NWMT,2018,4,10508,44191
GWA,NWMT,2018,5,12956,47770
GWA,NWMT,2018,6,13052,65700
GWA,NWMT,2018,7,9638,29719
GWA,NWMT,2018,8,12832,46864
GWA,NWMT,2018,9,11768,30766
GWA,NWMT,2018,10,13591,64123
GWA,NWMT,2018,11,14045,76991
GWA,NWMT,2018,12,12487,82450
HGMA,SRP,2018,5,4926,74022
HGMA,SRP,2018,6,3736,79946
HGMA,SRP,2018,7,217,843
HGMA,SRP,2018,8,30,2946
HQT,ISNE,2018,1,11904,1084598
HQT,ISNE,2018,2,9744,1083556
HQT,ISNE,2018,3,11904,1160876
HQT,ISNE,2018,4,11160,1139845
HQT,ISNE,2018,5,11904,1317003
HQT,ISNE,2018,6,11158,1259323
HQT,ISNE,2018,7,11904,1356966
HQT,ISNE,2018,8,11904,996732
HQT,ISNE,2018,9,11160,881663
HQT,ISNE,2018,10,11904,972367
HQT,ISNE,2018,11,11160,1196313
HQT,ISNE,2018,12,11904,1222328
HQT,NYIS,2018,1,11827,838227
HQT,NYIS,2018,2,9744,1111661
HQT,NYIS,2018,3,11904,1206443
HQT,NYIS,2018,4,11144,880645
HQT,NYIS,2018,5,11834,809693
HQT,NYIS,2018,6,11160,1044685
HQT,NYIS,2018,7,11897,1184123
HQT,NYIS,2018,8,11904,1231083
HQT,NYIS,2018,9,11160,1000410
HQT,NYIS,2018,10,10643,498841
HQT,NYIS,2018,11,11160,987420
HQT,NYIS,2018,12,11878,970260
IESO,MISO,2018,1,11879,683956
IESO,MISO,2018,2,9727,574783
IESO,MISO,2018,3,11904,726805
IESO,MISO,2018,4,11160,612265
IESO,MISO,2018,5,11904,850662
IESO,MISO,2018,6,11160,734108
IESO,MISO,2018,7,11769,606519
IESO,MISO,2018,8,11834,593859
IESO,MISO,2018,9,11124,767220
IESO,MISO,2018,10,11887,701758
IESO,MISO,2018,11,11137,743273
IESO,MISO,2018,12,11904,655658
IESO,NYIS,2018,1,11904,888495
IESO,NYIS,2018,2,9744,597041
IESO,NYIS,2018,3,11904,659644
IESO,NYIS,2018,4,11137,560392
IESO,NYIS,2018,5,11572,681787
IESO,NYIS,2018,6,11124,601857
IESO,NYIS,2018,7,11435,470797
IESO,NYIS,2018,8,11876,543531
IESO,NYIS,2018,9,11130,464565
IESO,NYIS,2018,10,11904,578166
IESO,NYIS,2018,11,11160,526688
IESO,NYIS,2018,12,11784,537829
IID,AZPS,2018,1,11921,49889
