origin,destination,Year,Month,Day,monthlyTransferMWh
SPA,SWPP,2018,11,10617,188635
SPA,SWPP,2018,12,11602,131719
SPC,SWPP,2018,1,5259,7614
SPC,SWPP,2018,2,6301,19080
SPC,SWPP,2018,3,7003,13705
SPC,SWPP,2018,4,4856,8474
SPC,SWPP,2018,5,8167,28480
SPC,SWPP,2018,6,6194,14719
SPC,SWPP,2018,7,2236,7087
SPC,SWPP,2018,8,5995,5168
SPC,SWPP,2018,9,5003,4446
SPC,SWPP,2018,10,6648,6645
SPC,SWPP,2018,11,4093,4520
SPC,SWPP,2018,12,6072,8766
SRP,AZPS,2018,2,1557,26039
SRP,AZPS,2018,3,532,1758
SRP,AZPS,2018,4,6653,217483
SRP,AZPS,2018,5,13681,477101
SRP,AZPS,2018,6,13246,562051
SRP,AZPS,2018,7,16622,1574331
SRP,AZPS,2018,8,21998,3480264
SRP,AZPS,2018,9,21614,3442167
SRP,AZPS,2018,10,23642,2720563
SRP,AZPS,2018,11,21955,2047033
SRP,AZPS,2018,12,21572,2540300
SRP,CISO,2018,1,11904,1018931
SRP,CISO,2018,2,9744,813572
SRP,CISO,2018,3,11307,746371
SRP,CISO,2018,4,8362,472139
SRP,CISO,2018,5,14628,635574
SRP,CISO,2018,6,15053,750812
SRP,CISO,2018,7,11904,1193007
SRP,CISO,2018,8,11904,1431520
SRP,CISO,2018,9,14728,1595315
SRP,CISO,2018,10,12779,1657729
SRP,CISO,2018,11,12936,1252320
SRP,CISO,2018,12,12400,1413243
SRP,DEAA,2018,1,10810,723
SRP,DEAA,2018,2,4047,281
SRP,DEAA,2018,3,9098,843
SRP,DEAA,2018,4,7394,788
SRP,DEAA,2018,5,4634,63619
SRP,DEAA,2018,6,5354,79799
SRP,DEAA,2018,7,525,215
SRP,DEAA,2018,11,9428,764
SRP,DEAA,2018,12,7950,645
SRP,HGMA,2018,1,11904,882
SRP,HGMA,2018,2,9744,799
SRP,HGMA,2018,3,10840,772
SRP,HGMA,2018,4,8809,579
SRP,HGMA,2018,5,13353,66597
SRP,HGMA,2018,6,13869,83282
SRP,HGMA,2018,7,10898,1036
SRP,HGMA,2018,8,11391,1322
SRP,HGMA,2018,9,10547,688
SRP,HGMA,2018,10,8536,447
SRP,HGMA,2018,11,8453,544
SRP,HGMA,2018,12,8268,525
SRP,TEPC,2018,1,17109,246041
SRP,TEPC,2018,2,13975,169104
SRP,TEPC,2018,3,16834,182529
SRP,TEPC,2018,4,5567,45131
SRP,TEPC,2018,5,16000,395068
SRP,TEPC,2018,6,13713,451897
SRP,TEPC,2018,7,6655,87204
SRP,TEPC,2018,8,7445,140046
SRP,TEPC,2018,9,6734,106081
SRP,TEPC,2018,10,3401,29894
SRP,TEPC,2018,12,1270,5243
SRP,WALC,2018,3,96,148
SRP,WALC,2018,5,4493,121857
SRP,WALC,2018,6,4427,151020
SRP,WALC,2018,10,428,371
SRP,WALC,2018,11,6161,16089
SRP,WALC,2018,12,3713,11778
SWPP,AECI,2018,1,21848,760700
SWPP,AECI,2018,2,12986,611332
SWPP,AECI,2018,3,13850,396350
SWPP,AECI,2018,4,13042,272279
SWPP,AECI,2018,5,6765,78260
SWPP,AECI,2018,6,12687,264315
SWPP,AECI,2018,7,9666,183425
SWPP,AECI,2018,8,15367,268401
SWPP,AECI,2018,9,19142,337006
SWPP,AECI,2018,10,10137,256875
SWPP,AECI,2018,11,15778,346187
SWPP,AECI,2018,12,21225,543723
SWPP,EPE,2018,1,108,363
SWPP,EPE,2018,2,4790,16244
SWPP,EPE,2018,3,3578,7659
SWPP,EPE,2018,4,6104,13955
SWPP,EPE,2018,5,390,1485
SWPP,EPE,2018,6,2295,4482
SWPP,EPE,2018,7,5693,14579
SWPP,EPE,2018,8,184,6547
SWPP,EPE,2018,9,1984,6188
SWPP,EPE,2018,10,9114,18958
SWPP,EPE,2018,11,92,2907
SWPP,EPE,2018,12,2428,5174
SWPP,ERCO,2018,1,8358,135756
SWPP,ERCO,2018,2,4285,70371
SWPP,ERCO,2018,3,11320,113882
SWPP,ERCO,2018,4,11217,164929
SWPP,ERCO,2018,5,16914,343756
SWPP,ERCO,2018,6,17302,480472
SWPP,ERCO,2018,7,18388,606387
SWPP,ERCO,2018,8,20482,669855
SWPP,ERCO,2018,9,19832,593169
SWPP,ERCO,2018,10,10633,184608
SWPP,ERCO,2018,11,10221,141888
SWPP,ERCO,2018,12,12881,137650
SWPP,MISO,2018,1,18605,640388
SWPP,MISO,2018,2,13766,418643
SWPP,MISO,2018,3,19889,905163
SWPP,MISO,2018,4,17674,599720
SWPP,MISO,2018,5,18933,581862
SWPP,MISO,2018,6,17893,518538
SWPP,MISO,2018,7,16562,377223
SWPP,MISO,2018,8,22844,859073
SWPP,MISO,2018,9,22027,1291639
SWPP,MISO,2018,10,20490,662714
SWPP,MISO,2018,11,13943,491696
SWPP,MISO,2018,12,19244,664202
SWPP,PNM,2018,1,2575,3599
SWPP,PNM,2018,2,888,772
SWPP,PNM,2018,3,466,1179
SWPP,PNM,2018,4,3461,3249
SWPP,PNM,2018,5,1023,1058
SWPP,PNM,2018,6,4606,4419
SWPP,PNM,2018,7,6353,6654
SWPP,PNM,2018,8,6162,5265
SWPP,PNM,2018,9,1225,2310
SWPP,PNM,2018,10,610,1152
SWPP,PNM,2018,11,3110,3236
SWPP,PNM,2018,12,2200,2770
SWPP,PSCO,2018,1,4184,5764
SWPP,PSCO,2018,3,474,458
SWPP,PSCO,2018,4,2037,3145
SWPP,PSCO,2018,5,735,1890
SWPP,PSCO,2018,6,1832,3800
SWPP,PSCO,2018,7,3205,4038
SWPP,PSCO,2018,8,2156,1341
SWPP,PSCO,2018,9,3016,5478
SWPP,PSCO,2018,10,4369,7758
SWPP,PSCO,2018,11,3948,7668
SWPP,PSCO,2018,12,7185,3524
SWPP,SPA,2018,1,7937,54061
SWPP,SPA,2018,2,5665,42328
SWPP,SPA,2018,3,18,5
SWPP,SPA,2018,4,955,781
SWPP,SPA,2018,5,1581,3519
SWPP,SPA,2018,6,1497,2494
SWPP,SPA,2018,7,5227,12984
SWPP,SPA,2018,8,1491,5214
SWPP,SPA,2018,9,12,4
SWPP,SPA,2018,11,543,325
SWPP,SPA,2018,12,302,277
SWPP,SPC,2018,1,6017,18058
SWPP,SPC,2018,2,2858,3454
SWPP,SPC,2018,3,4282,3379
SWPP,SPC,2018,4,5839,7612
SWPP,SPC,2018,5,3340,4150
SWPP,SPC,2018,6,4340,6858
SWPP,SPC,2018,7,834,617
SWPP,SPC,2018,8,5100,5724
SWPP,SPC,2018,9,5540,10856
SWPP,SPC,2018,10,4764,9483
SWPP,SPC,2018,11,6540,14090
SWPP,SPC,2018,12,5187,2672
SWPP,WACM,2018,1,4106,11200
SWPP,WACM,2018,2,4823,18821
SWPP,WACM,2018,3,4359,29326
SWPP,WACM,2018,4,1362,5662
SWPP,WACM,2018,5,759,5886
SWPP,WACM,2018,6,495,3343
SWPP,WACM,2018,7,6780,24521
SWPP,WACM,2018,8,4048,19454
SWPP,WACM,2018,9,6091,24796
SWPP,WACM,2018,10,4914,22455
SWPP,WACM,2018,11,9961,66182
SWPP,WACM,2018,12,8470,62986
SWPP,WAUW,2018,1,249,437
SWPP,WAUW,2018,2,184,654
SWPP,WAUW,2018,3,182,1142
SWPP,WAUW,2018,4,49,486
SWPP,WAUW,2018,5,46,89
SWPP,WAUW,2018,6,3,35
SWPP,WAUW,2018,7,5082,20194
SWPP,WAUW,2018,8,8212,58036
SWPP,WAUW,2018,9,9181,37507
SWPP,WAUW,2018,10,6641,35150
SWPP,WAUW,2018,11,5670,22630
SWPP,WAUW,2018,12,1318,3872
TAL,FPC,2018,1,17998,127261
TAL,FPC,2018,2,15304,104237
TAL,FPC,2018,3,18202,107701
TAL,FPC,2018,4,16830,67350
TAL,FPC,2018,5,18085,117985
TAL,FPC,2018,6,16914,158792
TAL,FPC,2018,7,17611,158143
TAL,FPC,2018,8,17946,156627
TAL,FPC,2018,9,17029,156653
TAL,FPC,2018,10,18583,119910
TAL,FPC,2018,11,17398,142780
TAL,FPC,2018,12,18030,143647
TAL,SOCO,2018,2,45,19
TEC,FMPP,2018,1,11004,123327
TEC,FMPP,2018,2,1695,19682
TEC,FMPP,2018,3,4611,12956
TEC,FMPP,2018,4,9702,54880
TEC,FMPP,2018,5,11593,133785
TEC,FMPP,2018,6,10792,123409
TEC,FMPP,2018,7,9891,57884
TEC,FMPP,2018,8,11564,60044
TEC,FMPP,2018,9,8143,46125
TEC,FMPP,2018,10,9548,50335
TEC,FMPP,2018,11,6400,50861
TEC,FMPP,2018,12,5593,33693
TEC,FPC,2018,1,5155,92977
TEC,FPC,2018,2,3647,21235
TEC,FPC,2018,3,5595,45220
TEC,FPC,2018,4,9273,136188
TEC,FPC,2018,5,7434,128314
TEC,FPC,2018,6,7935,89890
TEC,FPC,2018,7,8806,104450
TEC,FPC,2018,8,9408,96938
TEC,FPC,2018,9,10544,193077
TEC,FPC,2018,10,6236,122194
TEC,FPC,2018,11,3236,37157
TEC,FPC,2018,12,4374,44088
TEC,FPL,2018,1,10127,133323
TEC,FPL,2018,2,7961,99570
TEC,FPL,2018,3,4575,27319
TEC,FPL,2018,4,8053,64875
TEC,FPL,2018,5,8643,64628
TEC,FPL,2018,6,10648,128243
TEC,FPL,2018,7,11643,106146
TEC,FPL,2018,8,6630,53374
TEC,FPL,2018,9,4505,19177
TEC,FPL,2018,10,5620,28001
TEC,FPL,2018,11,6954,87765
TEC,FPL,2018,12,7697,66051
TEC,SEC,2018,1,6081,26822
TEC,SEC,2018,2,3780,29393
TEC,SEC,2018,3,8428,32024
TEC,SEC,2018,4,4889,19015
TEC,SEC,2018,5,1347,14899
TEC,SEC,2018,6,2134,3727
TEC,SEC,2018,7,6059,23196
TEC,SEC,2018,8,5366,18782
TEC,SEC,2018,9,6056,17824
TEC,SEC,2018,10,6233,35263
TEC,SEC,2018,11,9269,94270
TEC,SEC,2018,12,9607,73812
TEPC,AZPS,2018,1,484,167
TEPC,EPE,2018,1,14323,108572
TEPC,EPE,2018,2,15579,99880
TEPC,EPE,2018,3,21613,221572
TEPC,EPE,2018,4,13978,67605
TEPC,EPE,2018,5,19984,199937
TEPC,EPE,2018,6,18033,216921
TEPC,EPE,2018,7,15914,112605
TEPC,EPE,2018,8,15032,96415
TEPC,EPE,2018,9,12507,77041
TEPC,EPE,2018,10,21607,252984
TEPC,EPE,2018,11,3345,16982
TEPC,EPE,2018,12,14960,40021
TEPC,PNM,2018,1,16903,153807
TEPC,PNM,2018,2,15879,167287
TEPC,PNM,2018,3,18154,109483
TEPC,PNM,2018,4,10454,48358
TEPC,PNM,2018,5,10952,49973
TEPC,PNM,2018,6,6269,29719
TEPC,PNM,2018,7,4385,18427
TEPC,PNM,2018,8,2276,15053
TEPC,PNM,2018,9,5698,43360
TEPC,PNM,2018,10,6466,57098
TEPC,PNM,2018,11,7253,20265
TEPC,PNM,2018,12,4079,33900
TEPC,SRP,2018,1,6662,90715
TEPC,SRP,2018,2,3634,16740
TEPC,SRP,2018,3,6900,32717
TEPC,SRP,2018,4,16733,200279
TEPC,SRP,2018,5,5804,99209
TEPC,SRP,2018,6,4410,89895
TEPC,SRP,2018,7,8929,234946
TEPC,SRP,2018,8,16322,822851
TEPC,SRP,2018,9,15586,806079
TEPC,SRP,2018,10,20407,706739
TEPC,SRP,2018,11,22320,1156753
TEPC,SRP,2018,12,22538,1119271
TEPC,WALC,2018,3,8,2
TEPC,WALC,2018,4,580,192
TEPC,WALC,2018,5,130,322
TIDC,BANC,2018,1,2855,20083
TIDC,BANC,2018,2,4118,43856
TIDC,BANC,2018,3,4100,43419
TIDC,BANC,2018,4,5243,56494
TIDC,BANC,2018,5,5642,63651
TIDC,BANC,2018,6,5439,65267
TIDC,BANC,2018,7,3058,18638
TIDC,BANC,2018,8,3209,15038
TIDC,BANC,2018,9,4962,59002
TIDC,BANC,2018,10,10828,121217
TIDC,BANC,2018,11,9697,108203
TIDC,BANC,2018,12,8866,87509
TIDC,CISO,2018,1,5416,30832
TIDC,CISO,2018,2,2115,4983
TIDC,CISO,2018,3,5285,20595
TIDC,CISO,2018,4,2033,13553
TIDC,CISO,2018,5,3022,7834
TIDC,CISO,2018,6,3796,14182
TIDC,CISO,2018,7,6849,72671
TIDC,CISO,2018,8,6895,89310
TIDC,CISO,2018,9,3379,15792
TIDC,CISO,2018,10,61,127
TIDC,CISO,2018,11,38,100
TIDC,CISO,2018,12,1286,2889
TPWR,BPAT,2018,1,2041,3842
TPWR,BPAT,2018,2,592,2994
TPWR,BPAT,2018,5,604,1284
TPWR,BPAT,2018,7,29,2
TPWR,PSEI,2018,1,11811,37161
TPWR,PSEI,2018,2,9744,28366
TPWR,PSEI,2018,3,11904,35305
TPWR,PSEI,2018,4,11160,29193
TPWR,PSEI,2018,5,4219,3280
TPWR,PSEI,2018,6,8312,10756
TPWR,PSEI,2018,7,12221,23163
TPWR,PSEI,2018,8,11904,30909
TPWR,PSEI,2018,9,10858,34212
TPWR,PSEI,2018,10,11904,31159
TPWR,PSEI,2018,11,11160,29221
TPWR,PSEI,2018,12,13385,47494
TVA,CPLW,2018,1,11837,64988
TVA,CPLW,2018,2,9564,46430
TVA,CPLW,2018,3,11595,42939
TVA,CPLW,2018,4,8958,25312
TVA,CPLW,2018,5,10901,20238
TVA,CPLW,2018,6,8937,17160
TVA,CPLW,2018,7,1912,7793
TVA,CPLW,2018,8,11124,22841
TVA,CPLW,2018,9,9809,29073
TVA,CPLW,2018,10,9299,19229
TVA,CPLW,2018,11,9198,20903
TVA,CPLW,2018,12,11059,27853
TVA,DUK,2018,1,11896,180578
TVA,DUK,2018,2,9608,129376
TVA,DUK,2018,3,11341,110241
TVA,DUK,2018,4,7872,34161
TVA,DUK,2018,5,11479,67627
TVA,DUK,2018,6,10654,71625
TVA,DUK,2018,7,11503,77819
TVA,DUK,2018,8,11089,84431
TVA,DUK,2018,9,10527,83346
TVA,DUK,2018,10,10771,67977
TVA,DUK,2018,11,10837,79903
TVA,DUK,2018,12,11821,98076
TVA,EEI,2018,1,65,36
TVA,EEI,2018,3,1699,3074
TVA,EEI,2018,4,656,2731
TVA,EEI,2018,5,568,729
TVA,EEI,2018,6,58,77
TVA,EEI,2018,7,1113,2214
TVA,EEI,2018,8,607,1042
TVA,EEI,2018,9,1463,1536
TVA,EEI,2018,10,5788,22574
TVA,EEI,2018,11,3496,10622
TVA,EEI,2018,12,2740,5926
TVA,LGEE,2018,1,11384,49115
TVA,LGEE,2018,2,19091,222345
TVA,LGEE,2018,3,19462,166121
TVA,LGEE,2018,4,20425,225326
TVA,LGEE,2018,5,23778,427338
TVA,LGEE,2018,6,17147,298933
TVA,LGEE,2018,7,20101,349840
TVA,LGEE,2018,8,22413,456862
TVA,LGEE,2018,9,21296,286173
TVA,LGEE,2018,10,21232,264808
TVA,LGEE,2018,11,21619,389770
TVA,LGEE,2018,12,22171,356925
TVA,MISO,2018,1,585,10159
TVA,MISO,2018,4,120,638
TVA,MISO,2018,5,944,6696
TVA,MISO,2018,6,3235,63780
TVA,MISO,2018,7,898,19655
TVA,MISO,2018,8,1176,7397
TVA,MISO,2018,9,22,901
TVA,MISO,2018,11,138,1551
TVA,MISO,2018,12,1722,13776
TVA,PJM,2018,1,12528,550448
TVA,PJM,2018,2,10028,867077
TVA,PJM,2018,3,12581,1062513
TVA,PJM,2018,4,11296,955144
TVA,PJM,2018,5,13729,796824
TVA,PJM,2018,6,12992,492193
TVA,PJM,2018,7,11675,383894
TVA,PJM,2018,8,14776,734601
TVA,PJM,2018,9,14678,596523
TVA,PJM,2018,10,18385,837637
TVA,PJM,2018,11,16258,688352
TVA,PJM,2018,12,16110,633166
TVA,SOCO,2018,1,11904,1194542
TVA,SOCO,2018,2,9217,639871
TVA,SOCO,2018,3,12760,688140
TVA,SOCO,2018,4,11108,452179
TVA,SOCO,2018,5,11665,477816
TVA,SOCO,2018,6,10809,360905
TVA,SOCO,2018,7,11418,443365
TVA,SOCO,2018,8,11591,595976
TVA,SOCO,2018,9,10819,588767
TVA,SOCO,2018,10,8893,243982
TVA,SOCO,2018,11,9004,309154
TVA,SOCO,2018,12,11435,629625
WACM,AZPS,2018,1,23415,229555
WACM,AZPS,2018,2,18940,282728
WACM,AZPS,2018,3,22342,276827
WACM,AZPS,2018,4,19260,144647
WACM,AZPS,2018,5,13545,73687
WACM,AZPS,2018,6,9233,49099
WACM,AZPS,2018,7,10288,56040
WACM,AZPS,2018,8,11930,159160
WACM,AZPS,2018,9,7320,78143
WACM,AZPS,2018,10,7895,43328
WACM,AZPS,2018,11,10722,78854
WACM,AZPS,2018,12,11923,141444
WACM,PACE,2018,1,12974,148396
WACM,PACE,2018,2,11758,157064
WACM,PACE,2018,3,16704,337302
WACM,PACE,2018,4,13763,239469
WACM,PACE,2018,5,16903,372902
WACM,PACE,2018,6,15162,322581
WACM,PACE,2018,7,16127,536928
WACM,PACE,2018,8,17353,470906
WACM,PACE,2018,9,15038,371783
WACM,PACE,2018,10,16603,240625
WACM,PACE,2018,11,16210,498184
WACM,PACE,2018,12,17352,667767
WACM,PNM,2018,1,3554,10556
WACM,PNM,2018,2,624,3253
WACM,PNM,2018,3,1723,6192
WACM,PNM,2018,4,6733,38521
WACM,PNM,2018,5,7597,29042
WACM,PNM,2018,6,15821,125217
WACM,PNM,2018,7,20132,191169
WACM,PNM,2018,8,13807,134928
WACM,PNM,2018,9,11975,92328
WACM,PNM,2018,10,5771,41326
WACM,PNM,2018,11,728,5035
WACM,PNM,2018,12,1754,4324
WACM,PSCO,2018,1,23808,1068491
WACM,PSCO,2018,2,19486,856483
WACM,PSCO,2018,3,23808,678711
WACM,PSCO,2018,4,22290,798932
WACM,PSCO,2018,5,23655,738148
WACM,PSCO,2018,6,21297,1009342
WACM,PSCO,2018,7,23808,1129700
WACM,PSCO,2018,8,23681,1003499
WACM,PSCO,2018,9,22320,1007312
WACM,PSCO,2018,10,23808,1062576
WACM,PSCO,2018,11,20920,1057356
WACM,PSCO,2018,12,23808,1011502
WACM,SWPP,2018,1,6577,82798
WACM,SWPP,2018,2,4235,53448
WACM,SWPP,2018,3,5239,20357
WACM,SWPP,2018,4,8632,61627
WACM,SWPP,2018,5,10381,93688
WACM,SWPP,2018,6,2595,15892
WACM,SWPP,2018,7,5081,28068
WACM,SWPP,2018,8,5979,31541
WACM,SWPP,2018,9,1591,15037
WACM,SWPP,2018,10,4230,11481
WACM,SWPP,2018,11,677,6017
WACM,SWPP,2018,12,2684,7797
WACM,WALC,2018,1,11905,342206
WACM,WALC,2018,2,9744,283729
WACM,WALC,2018,3,11904,306098
WACM,WALC,2018,4,11160,275171
WACM,WALC,2018,5,11904,247825
WACM,WALC,2018,6,10456,297663
WACM,WALC,2018,7,11904,367198
WACM,WALC,2018,8,11781,377542
WACM,WALC,2018,9,11160,284530
WACM,WALC,2018,10,11904,258064
WACM,WALC,2018,11,9760,201184
WACM,WALC,2018,12,11904,234151
WACM,WAUW,2018,1,2854,4859
WACM,WAUW,2018,2,2874,5343
WACM,WAUW,2018,3,4965,8974
WACM,WAUW,2018,4,4708,15032
WACM,WAUW,2018,5,3053,3538
WACM,WAUW,2018,6,5619,12585
WACM,WAUW,2018,7,6274,12577
WACM,WAUW,2018,8,3437,4665
WACM,WAUW,2018,9,2474,3053
WACM,WAUW,2018,10,1147,1046
WACM,WAUW,2018,11,3473,5702
WACM,WAUW,2018,12,1414,1426
WALC,AZPS,2018,7,7778,35465
WALC,AZPS,2018,8,11900,158678
WALC,AZPS,2018,9,7245,77895
WALC,AZPS,2018,10,7895,43328
WALC,AZPS,2018,11,6409,59526
WALC,CISO,2018,1,7114,47234
WALC,CISO,2018,2,5601,43071
WALC,CISO,2018,3,9613,72605
WALC,CISO,2018,4,9031,74244
WALC,CISO,2018,5,9139,89020
WALC,CISO,2018,6,8806,74497
WALC,CISO,2018,7,7639,44190
WALC,CISO,2018,8,9491,55230
WALC,CISO,2018,9,9228,62771
WALC,CISO,2018,10,10605,108126
WALC,CISO,2018,11,8550,57042
WALC,CISO,2018,12,10634,59475
WALC,GRIF,2018,1,9811,891
WALC,GRIF,2018,2,6520,555
WALC,GRIF,2018,3,7203,1072
WALC,GRIF,2018,4,7918,1161
WALC,GRIF,2018,5,8621,963
WALC,GRIF,2018,6,7,17
WALC,GRIF,2018,10,44,34
WALC,IID,2018,1,5554,5801
WALC,IID,2018,2,2848,3143
WALC,IID,2018,3,2652,3550
WALC,IID,2018,4,573,707
WALC,IID,2018,5,1260,1272
WALC,IID,2018,6,2315,2204
WALC,IID,2018,7,7153,8702
WALC,IID,2018,8,11448,23504
WALC,IID,2018,9,8546,14388
WALC,IID,2018,10,1283,1588
WALC,IID,2018,11,3437,2984
WALC,IID,2018,12,5091,11739
WALC,LDWP,2018,1,13261,1179638
WALC,LDWP,2018,2,9769,858033
WALC,LDWP,2018,3,11919,825419
WALC,LDWP,2018,4,10435,521071
WALC,LDWP,2018,5,10907,436660
WALC,LDWP,2018,6,10223,430146
WALC,LDWP,2018,7,11904,588353
WALC,LDWP,2018,8,11904,751453
WALC,LDWP,2018,9,11160,1039861
WALC,LDWP,2018,10,11858,1070865
WALC,LDWP,2018,11,11051,1081261
WALC,LDWP,2018,12,11904,1311262
WALC,NEVP,2018,3,862,1957
WALC,NEVP,2018,4,1238,7555
WALC,NEVP,2018,5,2651,28009
WALC,NEVP,2018,6,3060,41823
WALC,NEVP,2018,7,3098,29767
WALC,NEVP,2018,8,2294,33127
WALC,NEVP,2018,9,292,1399
WALC,NEVP,2018,10,138,950
WALC,NEVP,2018,11,598,1371
WALC,NEVP,2018,12,931,3929
WALC,SRP,2018,1,11904,205267
WALC,SRP,2018,2,9744,158453
WALC,SRP,2018,3,11808,118616
WALC,SRP,2018,4,11160,265354
WALC,SRP,2018,5,16671,337188
WALC,SRP,2018,6,13811,412522
WALC,SRP,2018,7,6320,228439
WALC,SRP,2018,8,11904,428363
WALC,SRP,2018,9,11160,315239
WALC,SRP,2018,10,11476,204862
WALC,SRP,2018,11,8079,93606
WALC,SRP,2018,12,19927,182115
WALC,TEPC,2018,1,23696,164731
WALC,TEPC,2018,2,19446,134202
WALC,TEPC,2018,3,23699,113340
WALC,TEPC,2018,4,21620,101859
WALC,TEPC,2018,5,23640,149018
WALC,TEPC,2018,6,20417,196567
WALC,TEPC,2018,7,11728,145597
WALC,TEPC,2018,8,11904,119417
WALC,TEPC,2018,9,11160,120331
WALC,TEPC,2018,10,11904,89651
WALC,TEPC,2018,11,14264,99105
WALC,TEPC,2018,12,23776,224055
WAUW,NWMT,2018,1,11,401
WAUW,NWMT,2018,3,48,113
WAUW,NWMT,2018,4,707,643
WAUW,NWMT,2018,5,14,267
WAUW,NWMT,2018,6,44,51
WAUW,NWMT,2018,7,4614,9399
WAUW,NWMT,2018,8,5723,27322
WAUW,NWMT,2018,9,4472,10855
WAUW,NWMT,2018,10,4724,15675
WAUW,NWMT,2018,11,4141,9565
WAUW,NWMT,2018,12,794,990
WAUW,SWPP,2018,1,11655,53831
WAUW,SWPP,2018,2,9570,48735
WAUW,SWPP,2018,3,11722,65664
WAUW,SWPP,2018,4,6368,55270
WAUW,SWPP,2018,5,10106,59699
WAUW,SWPP,2018,6,11046,79229
WAUW,SWPP,2018,7,4747,32547
WAUW,SWPP,2018,8,3555,6618
WAUW,SWPP,2018,9,1979,9468
WAUW,SWPP,2018,10,5263,13620
WAUW,SWPP,2018,11,5490,21990
WAUW,SWPP,2018,12,2099,2562
WAUW,WACM,2018,1,8966,23237
WAUW,WACM,2018,2,6701,19802
WAUW,WACM,2018,3,6796,15403
WAUW,WACM,2018,4,6330,13633
WAUW,WACM,2018,5,8750,29908
WAUW,WACM,2018,6,4711,11438
WAUW,WACM,2018,7,5687,12036
WAUW,WACM,2018,8,8421,27047
WAUW,WACM,2018,9,8658,31736
WAUW,WACM,2018,10,10679,26453
WAUW,WACM,2018,11,7575,17092
WAUW,WACM,2018,12,10400,37380
WWA,NWMT,2018,1,11974,96509
WWA,NWMT,2018,2,8513,56999
WWA,NWMT,2018,3,9909,41102
WWA,NWMT,2018,4,10084,49169
WWA,NWMT,2018,5,10364,42512
WWA,NWMT,2018,6,10305,53712
WWA,NWMT,2018,7,9022,34150
WWA,NWMT,2018,8,10508,39718
WWA,NWMT,2018,9,8731,26092
WWA,NWMT,2018,10,10740,52254
WWA,NWMT,2018,11,10440,75751
WWA,NWMT,2018,12,10128,78081
YAD,CPLE,2018,1,5366,13039
YAD,CPLE,2018,2,4924,5994
YAD,CPLE,2018,3,14817,27208
YAD,CPLE,2018,4,17888,43607
YAD,CPLE,2018,5,15936,27360
YAD,CPLE,2018,6,10795,16671
YAD,CPLE,2018,7,7035,7501
YAD,CPLE,2018,8,12332,21742
YAD,CPLE,2018,9,17335,33960
YAD,CPLE,2018,10,15641,32484
YAD,CPLE,2018,11,10060,23058
YAD,CPLE,2018,12,6513,5633
YAD,DUK,2018,1,9994,43030
YAD,DUK,2018,2,9719,82773
YAD,DUK,2018,3,17600,107429
YAD,DUK,2018,4,17424,117154
YAD,DUK,2018,5,20021,170934
YAD,DUK,2018,6,15834,117387
YAD,DUK,2018,7,20474,85396
YAD,DUK,2018,8,20977,148539
YAD,DUK,2018,9,18417,124077
YAD,DUK,2018,10,20873,150415
YAD,DUK,2018,11,11213,100513
YAD,DUK,2018,12,11904,121024
